pl_orbsmax,pl_masse
0.074000,
,
,
,
0.072900,
,
,
0.076000,
0.114000,
,
0.112500,
,
,
0.117100,
,
,24.10000
0.112500,
0.112500,
,
,
0.112100,
0.117000,
0.053600,
0.054000,
,
0.052000,
,
0.053600,
,
0.053600,
,
0.052900,
,
,
0.100600,
0.100600,
,
0.101000,
0.098000,
,
,
0.099300,
,
0.100600,
0.077800,
0.077800,
,
,
0.077800,
0.077000,
,
,
0.077800,
0.077000,
,
,
,
,
0.288400,
0.288400,
0.288400,
0.287000,
0.286000,
,
,
0.288400,
,
0.039000,
0.039900,
0.039900,
0.040000,
0.040100,
,
,
0.039900,
,
,
0.076500,
,
0.077000,
,
0.075000,
,
0.076500,
0.076500,
,
,
0.077000,
,
0.034870,
0.035000,
,
,
0.037000,
0.034800,
,
0.035000,
,
,
0.037000,
,
0.034820,
0.035000,
,
,
0.065000,
,
0.061700,
0.064000,
,
0.061700,
,
0.061410,
,
0.061400,
0.061700,
0.115500,
,
,
,
0.122000,
0.115500,
0.115210,
0.115500,
0.115000,
,
0.121000,
,
,
0.115000,
,
,
0.201400,
,
0.201400,
,
0.210000,
,
,
,
,
0.201200,
0.201400,
0.213000,
0.200500,
0.200870,
,
,
,
,
,
0.065000,
0.065300,
0.066000,
0.065300,
0.065200,
0.065300,
,
0.132500,
,
0.132200,
0.132150,
,
,
0.132500,
0.132500,
,
0.132000,
,
,
,
0.133000,
,
0.049600,
,
0.049600,
0.049000,
0.049600,
0.050000,
,
0.049600,
,
,
,
0.071200,
0.071000,
0.071200,
0.071200,
,
,
,
0.071200,
0.070000,
,
,
,
0.032600,
0.032900,
0.032600,
0.032000,
0.034000,
0.032600,
,
0.067000,
,
0.067000,
,
,
,
0.067600,
0.067000,
,
0.069000,
0.065000,
,
,
,
0.111600,
0.115000,
,
0.111600,
0.112600,
0.111600,
0.108000,
,
,
0.160000,
,
0.164400,
,
0.165800,
,169.70000
,
,
0.164400,
0.164400,
0.272400,
,
,
0.265000,
,
0.274700,
0.272400,
,
0.272400,
,13.50000
,
0.095000,
0.092000,
,
,
0.093900,
,
0.095400,
,
,
0.093900,
0.093900,
0.266500,
,
0.268000,
0.262000,
0.266500,
0.270700,
,
,
,
,
0.266500,
,
,
0.080000,508.50000
0.076000,
,
0.078300,
0.080000,
,33.30000
,
0.078300,
0.078300,
0.105000,
0.103300,
0.103300,
,33.60000
,
0.103300,
0.106000,508.50000
,
,
0.100300,
,
0.052000,
,
0.051000,
,
0.049200,
0.050700,
0.050700,
,
0.050700,
0.133700,
,
0.140000,
0.137800,
0.138000,
0.137800,
,
,
0.137800,
,
0.048000,
,
0.046100,
0.046000,
,
0.047400,
,
0.047400,
,
,
0.047400,
,102.30000
,
,
0.073200,
0.074000,
,
0.071200,
,
,
0.071000,
0.073200,
0.073200,
0.093400,
,
,
0.093000,
0.094000,
,
0.093400,
0.093400,
,
0.093400,
0.187100,
0.189000,
0.187100,
,
,
0.187000,
,
0.187100,
0.187100,
,
0.073500,
0.075000,
,
,
,
0.071000,
,
0.073500,
,
0.073500,
0.073500,
,
0.107400,
0.109000,
,
,
0.104000,
0.107400,
0.107400,
,
,
0.107400,
0.060900,
0.058000,
0.062000,
,
0.060900,
0.061100,
,
,
,
,
0.060900,
,
0.142000,
0.133000,
0.140600,
,
,
,
0.140900,
0.140600,
0.140600,
,
0.050000,
,
0.049700,
,
0.051100,
,
,
0.050000,
,
0.049700,
0.049700,
0.088100,
,
0.085700,
,
,
,
0.087000,
,
0.085700,
0.087000,
,
0.085700,
0.138500,
,15.20000
0.140000,
0.138500,
,
0.138500,
,
,
,
0.140000,
0.142300,
,
,
0.070300,
,
,
,
0.071000,
,
0.069700,
0.069000,
0.069700,
0.069700,
,
,
0.124000,
0.122500,
,
,225.60000
,
0.122500,
,
0.123600,
0.121000,
0.122500,
0.197000,
0.199500,
,
0.199500,
0.202000,
,
,21.60000
0.201200,
,
0.199500,
,
0.039700,
,
,
0.039000,
0.039700,
,
,
0.040000,
0.039700,
,
,
0.052000,
0.049000,
0.052000,
,
0.052000,
,
,
0.050100,
0.052000,
0.089000,
0.094000,
,
,
,
,
0.094000,
0.094000,
,
0.090700,
0.095000,
,
,
,
0.041800,
0.042000,
0.042000,
0.040000,
0.042000,
,
0.042000,
,
0.084000,
,
0.080000,
0.084000,
0.083700,
,
,
0.084000,
0.084000,
,
,
,
,
0.140800,
0.140200,
0.140000,
0.140800,
,
,
0.134000,
0.140800,
0.065400,
0.066000,
0.065400,
,
,
,
0.065400,
,
,
0.065000,
0.065400,
0.122000,
,
0.122900,
,
0.123000,
,
0.122900,
0.122900,
,
0.122900,
,
0.033100,
,
0.035000,
0.033100,
,
,
0.035000,
0.033100,
0.033100,
,
,
,
,
0.033030,
,
0.058000,
0.055100,
,
,
,
0.055100,
,
,
,
0.055100,
0.055040,
0.058000,
0.055100,
,
,
0.092200,
,
,
,
0.092100,
,
,
0.092100,
,
0.091980,
,
,
0.096000,
0.092100,
0.097000,
0.070300,
,8.70000
,
0.068000,4036.30000
,
,
0.070000,
0.070300,
0.070300,
,9.00000
,9.60000
,
,
,
0.068500,
,
0.113000,
,24.60000
0.113000,
,
,14.30000
,
0.110100,
0.110000,1322.12000
,
,15.20000
0.113000,
,
,
,
,
0.113000,
,
,71.90000
,89.90000
0.048000,
0.047900,
,
,
0.047900,
0.047900,
0.046000,
0.046900,
,
,
,
0.066000,
,
0.068900,
0.068900,
,
0.067500,
0.069000,
,
0.068900,
,
,
0.121000,
0.125700,
,
0.125700,
0.127000,
,
0.123200,
,
,
0.125700,
,
0.052500,
,
,
0.055000,
,
0.054600,
0.054600,
0.054600,
0.053000,
,
0.125000,
,
0.119900,
,
0.122000,
,
0.124500,
0.124500,
,
0.124500,
,
0.187000,
,
0.185900,
0.185900,
,
,
0.185900,
0.182000,
0.179000,
,
0.412600,
0.412600,
0.404000,
0.397300,
,
,
,
0.414000,
0.412600,
,
0.058800,
,
0.058000,
,
0.058900,
0.059000,
,
0.058800,
,
,
0.058800,
0.081450,
0.081500,
,
,
,
0.080000,
,
0.081300,
,
0.081300,
0.081300,
0.081000,
0.045500,
,
0.046000,
,
0.045500,
0.045200,
0.044000,
0.045500,
,
,
0.089000,
,
,
,
,
0.088500,
0.088500,
0.088000,
,
0.088500,
0.086000,
0.129100,
0.129100,
,
0.128400,
,
,
0.126000,
,
0.129100,
,
0.130000,
0.062900,
,
0.062900,
,
0.064000,
,
,
0.064000,
,
0.062200,
0.062900,
0.104100,
0.104100,
0.105000,
0.104100,
,3.20000
,
,
0.106000,
,
,
,
0.103000,
,
,
,
,
,
0.139000,
,
0.137000,
0.137000,
0.135500,
0.139000,
0.137000,
,
0.062800,
,
0.062800,
0.060000,
,
0.063000,
0.062800,
0.059700,
,
,
0.092000,
0.090800,
0.086400,
0.087000,
,
0.090800,
,
,
,
0.090800,
,
0.020200,
0.019000,
0.019200,
,
0.020200,
,
0.020200,
,
,
,
0.027700,
0.027000,
0.027700,
,
0.027700,
0.027000,
,
0.026500,
,
,
,
,
0.045300,
0.043400,
0.045300,
0.044000,
0.045300,
0.045000,
,
0.062400,
,
0.065100,
,
0.065100,
,
0.065100,
0.063000,
0.064000,
0.096000,
0.095000,
0.093300,
,
,
,
,
0.097300,
0.097300,
0.097300,
,
0.033300,
0.033300,
,
0.033300,
,
0.034000,
0.033300,
,
0.032000,
,
0.062000,
0.065600,
,
,
,
0.066000,
0.065600,
0.065600,
0.065600,
,
0.160000,
0.158200,
,
,
0.158200,
,
0.158200,
,
0.158200,
0.150000,
0.102700,
,
0.097000,
,
,
0.103000,
,
,
0.102700,
0.102700,
0.102700,
0.191600,
,
,
0.193000,
0.191600,
,
0.191600,
0.191600,
,
,
0.181000,
0.078500,
0.078500,
0.078500,
,
,
0.079000,
,
,
0.078500,
0.079000,
,
,
0.215500,
0.215500,
,
0.215500,
,
,
0.218000,
0.217000,
0.215500,
,
,
0.085400,
0.085400,
0.084700,
0.085400,
,
,
,
0.085000,120.77000
0.085510,
,
,
,
0.090000,
,5.12000
,5.02000
0.107100,
0.107000,119.18100
,6.10000
,6.12000
,6.20000
,
0.107100,
0.107250,
,
,
,
,
,
0.106300,
0.112000,
,
0.107100,
,
,
0.039000,
0.037300,
,
0.037340,
0.037000,
,
0.037300,
,
,
0.037300,
0.039000,
,
0.208500,
,
,
,
0.218000,
0.208500,
0.206800,
0.220000,
0.208500,
,
,
,
,
,
0.077000,
0.077600,
,
,
0.077600,
,
0.074500,
0.077600,
,
0.075000,
,
0.343000,
,
0.340000,
0.329000,
,
,
0.343000,
,
0.332000,
0.343000,
,
,
0.088600,
,
,
0.088600,
0.087100,
0.089000,
0.088600,
0.088000,
,
0.156000,
0.154700,
,
0.157400,
,
0.157400,
,
,
,
0.158000,
0.157400,
0.107500,
,
0.108000,
,
,
,
0.108000,
,
0.107500,
0.107500,
0.107500,
,
,
0.151500,
0.151500,
0.152000,
0.151500,
,
,
,
0.152000,
0.151500,
0.119500,
0.119500,
,
0.119500,
,
,
0.118000,
0.115500,
0.120000,
,
,
,
0.232600,
,
,
0.242000,
0.238000,
0.240700,
0.240700,
,
0.240700,
,
,
0.264100,
0.254200,
,
0.249000,
0.254200,
,
0.258000,
,
0.254200,
,
,
0.578500,
,
0.586000,
0.601000,
0.578500,
0.566000,
,
,
0.578500,
,
,
,
0.074000,
,
0.071600,
0.071600,
0.071600,
0.069000,
0.067700,
0.136000,
0.131500,
,
,
,
,
0.131500,
,
0.124300,
0.127000,
0.131500,
,
0.244400,
,
0.230900,
0.244400,
0.236000,
,
,
0.252000,
0.244400,
0.330500,
,
0.319000,
,
0.312300,
0.341000,
0.330500,
0.330500,
,
,
,
,
0.070200,
,
,
,
0.071000,
0.070200,
,
0.070000,
0.070200,
0.067800,
0.451000,
,
,
,
,
,
0.451000,
0.452000,
0.451000,
0.435200,
0.457000,
0.037000,
,
,37.90000
0.034600,
,
,
0.034600,
,
0.036000,
0.034600,
,
0.034000,
,
,
0.034600,
,
,
,
0.058000,
,
,
0.055800,
0.055800,
0.054900,
,
0.055800,
0.060000,
,
,
,
,
,
0.154000,
,
,
,
0.143900,
,
0.143900,
,
0.143900,
,
,
0.141500,
0.150000,
,
0.176000,
,
0.180000,
0.174900,
0.176000,
0.176000,
,
,
0.179000,
,
0.383500,
0.391000,
0.383500,
,
0.389000,
,
,
0.381300,
,
0.383500,
,
0.060000,
0.060100,
0.061000,
0.060100,
,
0.060100,
,
,
0.060100,
,
,
,
0.081000,
0.079600,
0.079600,
,
,
,
0.080000,
0.079600,
0.079600,
0.121000,
,41.80000
,
,
0.120100,
,
0.118000,2895.31000
0.120100,
,
0.120100,
0.117900,
,
0.189800,
,
0.193400,
0.191000,4385.87000
,21.20000
,
0.194000,
0.193400,
,
0.193400,
,
,
0.068100,
0.066800,
0.068000,
,
0.068100,
0.068100,
,
,
,
0.107000,
0.104500,
0.104500,
0.104500,
,
,
0.104500,
0.105000,
0.178000,
,
,
0.180000,
,
0.176800,
,
,
0.176800,
0.176900,
0.176800,
0.091000,
,
,
,
0.088100,
0.056000,
0.087500,
,
0.087500,
,
0.087500,
,
0.071000,
,
0.069700,
,
0.070200,
,
0.069700,
0.069700,
0.072000,
,
0.055400,
0.055400,
,
0.058000,
0.055800,
,
,
,
0.055400,
0.038000,
0.038600,
,
0.037200,
,
0.037200,
0.037200,
,
,78.00000
0.037000,
,
0.062000,
,97.80000
,
,
0.061000,
,
0.060000,
,
0.059800,
,
0.059800,
0.059800,
0.088700,
0.089000,
0.091000,
,
,
,
0.088700,
0.088700,
0.092000,
,
,
,
0.039000,
,
0.036900,
0.037000,
0.038300,
0.036900,
0.036900,
,
,
0.076000,
0.073000,
,
0.074800,
0.072100,
,
,
,
,
0.072100,
0.072100,
0.100200,
0.101100,
0.100200,
,
,
,
,
0.101000,
0.100200,
0.204000,
0.201500,
,
,
0.201500,
,
0.203400,
0.201500,
,
,
,
,
,
,
0.098000,
0.102200,
0.102200,
0.095100,
0.098000,
0.102200,
0.128100,
,
,
,
0.137500,
0.137500,
0.137500,
,
0.133000,
,
0.132000,
,
0.225000,
0.217800,
0.233800,
0.233800,
,
0.224000,
,
0.233800,
,
,
0.115900,
0.119000,
,
,
,
,
0.116000,
,
0.118100,
0.118100,
0.118100,
0.203200,
,
,
,
0.200000,
0.199400,
,16.60000
,25.20000
0.203200,
,
0.203200,
,18.40000
,16.30000
,
0.264200,
,
,
0.269400,
,
0.269400,
,
0.265000,
0.269400,
,
0.136300,
,78.10000
0.136300,
,87.30000
,
,
0.136300,
,
0.138500,
0.139000,
,
,
,64.20000
,39.60000
0.209500,
0.209500,
,
,
0.212900,
0.209500,
,
0.214000,
,
,
0.195000,
,
,
0.206800,
0.207000,
0.213000,
0.206800,
,
,
,
0.206800,
,
0.293800,
,
0.294000,
,
0.293800,
0.293800,
0.302700,
0.276000,
,
,
,
0.109900,
,
0.114000,
,
0.107700,
0.112000,
,
,
,
0.107700,
0.107700,
0.232000,
,
,49.40000
0.223600,
,
0.219100,
,
0.219100,
0.219100,
,
,7.40000
,
0.290100,
,4.50000
,37.50000
0.307000,
0.290100,
,
,
0.290100,
,
0.053700,
0.062000,479.90000
0.053700,
0.053700,
0.053700,
,8.80000
,
0.056000,
,
0.053750,
,
,
,10.90000
0.071060,
0.074000,
,
0.081000,432.23000
0.071000,
,
,
0.070900,
0.071000,
,
0.071000,
,
0.032000,
0.031800,
0.031800,
,
,
,
0.032000,
0.031700,
0.031800,
,
0.054500,
0.054400,
0.054500,
0.054500,
0.055000,
,
0.056000,
,
,
,
,
0.117000,
0.115000,
,
0.116600,
,
,
0.116600,
,
,
0.116600,
0.116600,
0.213700,
,
,
0.215000,
0.213700,
0.213700,
,
0.211000,
,
0.213700,
,
,
0.538000,
0.545600,
,
0.545600,
0.545600,
,
0.545600,
0.085200,
,
0.079600,
,
0.082000,
,
,
0.085200,
0.088000,
0.085200,
0.110600,
0.110600,
0.106000,
0.103400,
0.110600,
,
,
0.115000,
,
,
0.171000,
0.164800,
,
0.154000,
,
,
0.164800,
,61.00000
,
0.164800,
,
0.242700,
,
0.226900,
,56.20000
,
,
0.252000,
,
0.242700,
0.242700,
,
,
0.081600,
0.088400,
0.088520,
0.088400,
0.082000,
,
,
,
0.082000,
0.088400,
,
,
0.366100,
,
,
,
0.366100,
0.366100,
,
0.341000,
0.337000,
,
0.337800,
,
0.104000,
,
0.103200,
0.101900,
,
0.104000,
0.103200,
,
,
,
0.103200,
,
0.213000,
0.212500,
0.214000,
0.209900,
,
,
0.212500,
,
0.212500,
,
0.035900,
,
,
,
0.036000,
0.034900,
0.036000,
0.035900,
0.035900,
,
,
0.061700,
0.063000,
0.063400,
,
0.063400,
0.064000,
,
,
0.063400,
0.027000,
,
,
0.026800,
0.029000,
,
0.028900,
0.028900,
0.028900,
,
,
,
0.044800,
0.045000,
0.042000,
0.044800,
0.044800,
,
0.041600,
,
0.064000,
,
0.059400,
,
0.065000,
0.061000,
0.064000,
,
0.064000,
,
0.185700,
,
0.187000,
,
0.172300,
0.185700,
0.185700,
,
,
0.176000,
,
0.142200,
0.142000,
0.143300,
,
,
0.143300,
,
0.143300,
,
0.145000,
,
0.242800,
0.242800,
0.246000,
,
,
0.240900,
,
,
0.241000,
0.242800,
0.066200,
0.063800,
,
0.067000,
0.063800,
,
,
0.065000,
,
0.063800,
0.137500,
0.142800,
0.137500,
,
,
,
0.140000,
0.145000,
,
,
0.137500,
,
0.281800,
,
0.281800,
,
,
0.287000,
0.296000,
0.281800,
0.292600,
0.210000,7.30000
0.212000,
0.207500,
0.218200,
,
,
,
,
,
0.218200,
0.218200,
0.219000,
,
0.516600,
,
,133.48860
0.516600,
,
0.516600,
,
0.502000,
0.510000,132.00000
0.518000,
0.491300,
0.330000,4.00000
0.092000,
,
,
0.091900,
,4.51000
0.092000,
0.092000,
,
0.090000,127.10000
,5.00000
,
0.094000,
0.111000,
0.110000,95.30000
0.108800,
,4.00000
,
,4.50000
0.108800,
0.108700,
,
0.108800,
,
,
0.108000,
0.109900,
0.110300,
,
,
,
,
0.110300,
0.110300,
0.110000,
,
0.204300,
0.204300,
,
0.205000,
0.203600,
,
,
,
0.201000,
,
0.204300,
,
,
0.015400,
0.015000,
0.015400,
0.015400,
0.015400,
0.047000,
,
0.046900,
,
0.046900,
0.046900,
,
0.046900,
,
0.046000,
,
0.064400,
0.064400,
0.063000,
0.065000,
0.064400,
,
0.064400,
,
,
0.035000,
0.034500,
,
0.035800,
,
0.035000,
0.035800,
0.035800,
,
,
0.045000,
0.045700,
,
0.044000,
0.045700,
0.044000,
0.045700,
,
,
,
,
,
0.070100,
0.070100,
0.068000,
0.070100,
,
0.067500,
,
,
0.068000,
,
,
0.096000,
0.097000,
0.096000,
0.099700,
0.099700,
,
0.099700,
,
,
,
0.141000,
0.144200,
0.144200,
,
,
,
0.140000,
,
0.144200,
0.138900,
0.142400,
,
,
0.138000,
0.144000,
,
,
0.142400,
,
0.142400,
0.142400,
0.283800,
0.283800,
,
,
,
0.283800,
0.286000,
,
0.283800,
,
0.276000,
0.046900,
,
0.047000,
,
0.047300,
0.047300,
,
0.048000,
0.047300,
,
0.069800,
,
0.071000,
,
,
0.069800,
0.069000,
,
0.069200,
0.069800,
,
0.098700,
0.098700,
0.099000,
,
0.102000,
,
0.098700,
,
,
0.098700,
,
0.140800,
0.140800,
,
0.140800,
,
0.140800,
,
,
0.145000,
0.142000,
,
0.197000,
,
0.192000,
,
,
,
,
,
0.190500,
,
0.069600,
0.077000,
0.069600,
,
,
0.070400,
0.082000,
0.069600,
0.039000,
0.033410,
,
,
,
0.079000,
,
0.052100,
0.054000,
0.051000,
0.046000,
0.054000,
0.045950,
,
,
,
,
,
0.046000,
0.046000,
0.046500,
,
,
,
,
,
0.104000,
0.122000,
0.104000,
,
0.103860,
0.104000,
0.118000,
0.123000,
0.105200,
0.115000,
0.174000,
0.151000,
0.176000,
,
0.149000,
,
0.149200,
0.149200,
0.169000,
0.165000,
0.149200,
,
,
0.225300,
0.225300,
0.263000,
0.283000,
0.225300,
0.249000,
,
0.227900,
,
0.255000,
0.266000,
,
0.228000,
0.228000,
,
,
,
0.230000,
0.217000,
0.212500,
0.228000,
,48.50000
,
0.329200,
,
,42.10000
0.355000,
,
,
0.353200,
,
0.336000,
0.353200,
0.353200,
0.561000,
,
0.561000,
,
0.523000,
0.561000,
0.565000,
,
0.080000,
,
0.081900,
,
0.081900,
,
0.081100,
0.081900,
,
0.082000,
,
0.136000,
0.138100,
0.136700,
,
,
0.138100,
0.138100,
0.138000,
,
,
,
0.311000,
,
,
,
,
0.311000,
0.311000,
0.310000,
0.305000,
0.307800,
0.038700,
,
,
0.040000,
0.040000,
,
0.040200,
0.040200,
,
0.040200,
0.070000,
0.071100,
,
0.071100,
0.071000,
,
,
,
0.068500,
0.071100,
,
,
,
,
0.115400,
0.119700,
0.118000,
0.119700,
0.119700,
0.119000,
,
0.223000,
,
0.223100,
0.220000,
,
,
,
0.223100,
0.214900,
0.223100,
0.180000,63.56600
,
0.184700,
0.184700,
,78.60000
0.184000,
0.180000,11.30000
,8.80000
,
,
0.300000,2892.25300
0.299800,
,527.70000
0.299800,
0.298000,
0.299800,
0.300000,640.00000
,
,1603.80000
,
,
,
0.299800,
0.533600,
0.530000,
,
,
0.500000,23.10000
0.500000,5403.11000
,
0.533600,
,
0.533600,
0.533600,
0.092600,
,
,
,
0.092600,
0.095000,
0.092600,
,
0.092600,
,
0.094000,
0.234000,
0.229300,
,
,
0.232000,
,
,
0.229300,
0.229300,
,
0.229300,
,
,
,
,
0.035500,
0.036000,
0.035500,
0.035500,
0.036000,
0.035500,
0.059300,
0.059300,
,
,
0.059300,
0.060000,
0.059300,
,
,
0.060000,
,
,
0.112000,
0.110300,
0.110300,
,
0.110300,
0.111000,
,
,
0.110300,
,
0.187800,
0.187800,
,
0.188200,
0.193000,
,
0.187800,
0.191000,
,
,
0.490200,
,
,
,
0.503000,
0.499000,
0.490200,
0.491300,
,
,
0.490200,
,
0.024200,
,
0.024500,
0.024500,
0.025000,
0.024000,
,
,
0.024520,
,
,
0.024500,
,
0.058000,
,
0.058000,
,
0.057000,
0.058000,
,
,
,
,
0.057400,
,
0.060000,
,
0.040700,
0.040700,
,
0.039200,
0.038000,
0.039000,
,
0.040700,
,
,
0.056000,
,
0.053900,
,
0.056000,
,
0.053000,
0.054000,
,
0.056000,
,
,
0.078000,
,
0.080300,
0.083300,
0.083300,
,
,
0.080000,
,
0.083300,
,
0.024100,
,
0.024100,
,
0.023200,
0.023000,
,
0.024100,
,
0.055700,
,10.50000
,
,7.20000
0.057100,
0.055700,
,
0.059000,
0.055700,
,
,
,
,6.00000
,
0.077000,
,
,
0.073300,
,
,4.50000
0.073300,
0.075200,
0.073300,
0.117100,
,
0.117100,
0.121000,
,
0.120100,
,
,
,9.10000
,
0.124000,
0.117100,
,
0.039900,
,
0.038900,
0.038900,
0.041000,
0.038900,
,
0.053000,
,
,
0.052100,
0.050000,
,
0.052100,
0.052100,
0.050000,
0.070000,
0.070000,
0.072000,
0.070000,
,
,
,
0.067200,
,
,
0.067000,
,
,
0.120000,
0.125300,
0.120300,
0.125300,
,
0.128000,
,
,
0.125300,
0.236200,
0.236200,
0.236200,
,
0.242000,
0.227000,
,
,
,
0.226800,
,
0.091700,
,2.10000
,7.44000
,8.80000
,
,8.81000
0.092800,
0.092800,
,
,
,
0.092800,
0.089000,
,3.10000
,1.90000
,3.90000
,3.90000
,1.50000
0.108100,
,
0.108100,
0.106800,
,
,
,3.64000
0.103000,
,
0.108100,
0.089000,
0.090000,
0.089000,
,
,
,
,
0.089000,
0.089000,
0.089000,
0.121100,
,
,
0.123000,
0.121100,
0.121000,
0.121100,
0.121100,
,
,
,
0.059000,
0.051200,
,
,
,
,
0.056000,
0.051200,
,
0.051500,
0.051320,
0.051200,
,
0.381000,
0.349000,
0.349000,
,
,
,
0.349660,
0.349000,
0.401000,
,
,
0.351000,
0.157100,
0.157100,
0.160000,
,
,
0.158000,
,
,
0.157100,
0.146200,
,
,
0.235500,
0.253000,
,
0.260000,1493.70000
,29.50000
,
0.253000,
0.254000,
,
0.253000,
,
,
0.409000,
,
0.409000,
,
0.411000,
0.390000,
,
0.400000,2161.24400
0.409000,
0.380700,
,
,
0.111000,
,
,
0.111600,
0.109300,
0.109300,
0.112000,
0.109300,
0.281000,
,
,
0.285000,
0.277800,
0.283800,
,
,
,
0.277800,
0.277800,
,
0.395300,
0.387000,
0.387000,
,7.00000
,
0.392000,
,
0.387000,
,
0.397000,
,
,
0.085000,
,
0.085000,
0.089000,
,
,
0.085000,
,
0.085000,
0.087000,
0.141700,
0.141600,
,
0.141600,
,
,
,
0.141600,
,
0.145000,
0.148000,
0.732600,
,
0.731900,
,
0.731900,
0.030500,
,
,
0.030500,
0.031000,
,
0.030700,
0.030500,
,
0.153000,
,
0.152100,
,
,
0.153000,
,
0.152100,
,
0.153100,
0.152100,
,
0.117500,
0.125000,
,
0.117500,
0.117500,
0.117000,
,
0.121500,
,
,
,
,
0.208000,
0.196000,
0.196000,
0.202700,
0.196000,
0.196000,
,
,
,
,
0.035000,
,
0.036000,
0.036000,
0.035400,
0.036000,
0.036000,
,
,
0.065000,
,
0.065000,
,
0.065000,
0.064000,
0.063900,
0.065000,
,
0.385200,
,
0.385200,
0.403000,
0.385200,
,
0.402000,
,
0.392800,
,
0.758400,
0.773300,
,
,
,
0.758400,
,
0.758400,
0.791000,
0.027700,
0.027700,
,
,
0.027700,
,
0.027000,
,
0.028100,
,
0.028000,
0.059000,
,
0.058000,
,
,
0.058200,
0.058200,
,
,
0.059000,
,
0.058200,
0.060800,
,
0.060800,
0.058300,
,
0.060800,
0.061000,
0.057000,
,
,109.80000
,
,
0.079400,
0.078000,
0.082700,
0.083000,
,
,
0.082700,
,
0.082700,
,
0.055600,
0.056600,
0.056600,
,
,
,
,
0.056000,
,
0.056600,
0.054000,
0.105300,
0.105000,
0.103300,
,
0.105300,
,
,
0.101000,
0.105300,
,
,
0.057800,
0.057800,
,
0.050000,
,
0.057800,
,
0.052000,
,
0.051000,
,
,
0.078700,
0.078700,
,
0.078700,
,
,
,
0.070000,
0.068200,
0.069000,
0.217100,
0.187900,
,
0.194000,
0.217100,
0.191000,
,
,
,
0.217100,
,
0.051510,
,
,
0.051900,
,
0.051000,
0.051400,
0.051400,
,
0.051400,
,
,
0.050000,1303.00000
,9.40000
,
0.052000,
,
0.090000,158.90000
0.068000,
,
,
0.066990,
,
0.066900,
,
0.066400,
0.066900,
0.067000,
0.066900,
,
,7.70000
,
0.128000,
,
0.130000,
,
0.126500,
0.129000,
,
0.126500,
,
,
0.126500,
,
0.125600,
,
,
0.126760,
0.033000,
,
,
,
0.032300,
0.032050,
,
,
,
0.032000,
0.032000,
,
0.032000,
0.033000,
0.031800,
,
,
,
,
0.013000,
0.012900,
,
,
0.013000,
0.012900,
0.013000,
0.012800,
0.012900,
,
0.085400,
,
0.083000,
0.083000,
,
0.085000,
0.083000,
,
0.141900,
0.137900,
0.137900,
,
,
0.142000,
,
0.137900,
0.057000,
,
0.057000,
0.057700,
0.057700,
,
0.057700,
,
0.055000,
,
,
0.109600,
0.105000,
,
0.110900,
,
0.110000,
0.110900,
,
,
,
0.110900,
0.026000,
0.024700,
0.027000,
,
,
,
,
0.024700,
0.026300,
0.024700,
0.050000,
0.047100,
0.051000,
,
0.050000,
0.047100,
0.047100,
,
,
,
,
0.028800,
0.028000,
,
0.028800,
,
,
0.027780,3.90000
0.029000,
,684.40000
,
0.027600,
0.028800,
0.048000,
,
0.047400,
,
,
0.045800,6.80000
0.045600,
0.047400,
,
0.046000,
0.047400,
,79.70000
,
,
0.050000,
0.049600,
0.050000,
,
0.050600,
,
0.050600,
0.050600,
,
,
0.260000,
0.262400,
,
0.262400,
0.262400,
,
0.257100,
,
0.258000,
0.108000,
0.107400,
0.109600,
0.109600,
,
,
,
0.109600,
,
,
0.052200,
0.052000,
0.051700,
,
0.051700,
0.053000,
0.051700,
,
,
0.105000,
0.104000,
,
,
0.102900,
0.102900,
0.102900,
0.104000,
,
,
,
,
0.218000,
,
,
0.220000,
0.215700,
,
0.215700,
0.215700,
,
0.217900,
,44.60000
0.031500,
,
0.032000,
0.033000,
0.032900,
,
,
,
,
0.032900,
0.032900,
,17.40000
0.052800,
,
,
0.051000,
0.050600,
0.052800,
0.052800,
0.052000,
,
,
,
0.066000,
,
,
0.068500,
,
,
0.068000,
,
,6.90000
0.065600,
0.068500,
0.068500,
,
,
,
,
,
0.029000,
0.029000,
0.029300,
,
0.029000,
0.030000,
,
,
0.029000,
,
,
0.047100,
,
0.046700,
,
,20.30000
,
0.048000,
0.046700,
0.047000,
,
0.046700,
,
,
,
0.090000,
0.090100,
,
0.090100,
,
,
,
0.090100,
,
,
,
0.090900,
0.093000,
,
0.219000,
,28.50000
,
0.219900,
,
0.219000,
0.219000,
,
,
,39.40000
,
0.352600,
,
0.344000,
0.352600,
0.354000,
,
,
0.352600,
0.060100,
0.060100,
,
,
0.061000,
0.061300,
0.063000,
,
0.060100,
,
,
,
0.113000,
,
0.113500,
0.111400,
,
,
,
0.111400,
,
0.116000,
0.111400,
,
,
,
,
0.064300,
0.068000,
0.064300,
0.064300,
0.067700,
0.064300,
,
0.112800,
,
0.118900,
0.112800,
,0.39000
0.119000,
0.112800,
0.112800,
,
,
,
,4.10000
0.157700,
0.157700,
,
0.157700,
,
,
,
,
,11.70000
0.157700,
0.166000,
0.166200,
,3.91000
0.214000,
0.202900,
0.202900,
,
,
,
0.202900,
,
0.202900,
,12.80000
,5.57000
,5.50000
0.213800,
,9.65000
0.240500,
,
,9.60000
,
0.240500,
,
0.240500,
