pl_orbsmax,pl_masse
3.300000,39.00000
2.500000,46.00000
3.500000,39.00000
3.100000,39.00000
3.000000,45.00000
2.200000,46.00000
2.500000,46.00000
1.900000,232.01474
3.000000,251.08444
2.420000,340.07640
1.790000,340.07640
1.130000,22.24799
1.150000,22.24799
1.070000,22.24799
0.940000,22.24799
1.830000,289.22385
1.850000,286.04557
1.870000,286.04557
3.020000,82.63539
3.420000,82.63539
1.900000,15.40000
4.600000,15.30000
1.380000,98.52681
,
0.146300,
0.146300,
0.149100,
,
,
,
,
0.151000,3178.30000
0.154000,349.61300
0.146300,
,
,
,1690.85560
0.144000,
0.382000,460.83000
,
0.355000,
0.378600,
0.352900,
0.352900,
,
,
0.352900,
,
,
0.038600,
,
0.035000,
,
,
,2637.88000
,
0.038600,
,2070.66245
0.038000,
0.038600,
0.038600,
,
,
0.037000,
,
0.036410,2949.46240
,
,
,
0.098000,
0.098000,
0.098000,
,8.70000
,
,9.50000
,214.10000
0.155250,198.80000
0.147300,
0.147300,
0.147300,
0.147300,
0.147280,4.60000
0.143000,
,
,
0.112293,9.00000
,
0.112500,
0.112500,
0.112500,
0.109000,
0.112500,
0.533000,
0.513500,
,
0.518700,
,
0.518700,
0.518700,
,71.00000
0.877000,
0.853900,
,
0.845300,
0.853900,
,15.00000
0.853900,
,
0.196000,
,2.23000
0.199000,
,
0.199000,
,
0.199000,
0.194900,
0.063200,
,11.02000
0.063400,
0.063200,
0.063200,
,
,
,
,
0.048500,
0.047700,
,
0.048500,
0.048500,
,
0.047000,
0.048500,
,
,
,
0.145700,
,9.20000
0.145700,
0.145700,
0.146200,
0.191100,
0.191100,
,
,10.36000
,
,
0.070900,
0.070900,
0.073800,
0.074000,
,
0.075000,
0.087000,
0.082100,
0.082100,
0.085400,
,
,
,
0.089000,
0.308000,
0.296000,
,
,
0.296000,
0.312000,
,
,
0.320000,
,
,
0.394500,
0.416000,
,
,
0.420000,
0.394500,
0.410500,
0.480000,
,
0.484000,
,
,
0.484000,
0.503600,
,254.26400
,
0.713300,
0.724000,
,
0.710000,
,
0.685600,
,
0.685600,
0.965400,
,
0.980000,
0.927900,
0.927900,
1.010000,
,
,381.39600
,
0.927900,
0.520500,
0.531900,
0.534000,613.41190
0.531900,
,
,
0.531900,
0.011300,
0.011300,
0.011300,
0.008000,99.20000
,
0.006000,0.44000
0.007600,0.65500
0.067800,
,
,
,
,
,
0.145600,
0.048500,
,
0.048800,
0.051190,10.50000
,
,
0.048500,
,
,
0.048500,
0.051000,
0.096000,
0.101000,
0.096000,
,
0.101300,15.60000
,
,7.80000
,
,9.40000
,
0.096000,
,
0.096700,
0.159600,
0.168000,
,
0.159600,
0.159600,
,52.10000
,
,
,
,
,58.40000
,
0.168400,106.00000
,
0.160700,
,
0.305000,
0.288500,
,
,
,13.00000
,
0.304600,35.00000
0.290600,
0.288500,
,
,
0.288500,
0.052000,
0.050400,
0.050400,
,
0.051600,
0.051600,
0.051600,
0.050100,
,
0.146700,209.80000
0.079600,24.00000
,
,
0.026900,346.43470
,
,
0.311000,
0.016840,4.56000
,3.57000
0.016800,
0.016700,
,
0.016850,3.26000
0.016870,4.60000
,3.24000
,
,
0.017000,
,
0.016850,3.72000
,
,
0.016850,3.33000
0.017200,4.60853
0.016800,
,
,
0.016800,
0.239700,
,
0.239700,
0.241300,
0.240700,20.00000
0.239700,
0.238800,
0.241000,
,17.20000
,
,
,
,
,
,7.37000
0.241000,13.98000
,
0.241000,11.40000
0.537900,
,7.34000
0.072700,
,
,
,
0.072700,
0.073000,
,
0.072000,
,
,
0.072700,
0.110000,
,
0.111000,
,7.05000
,
,
,
0.109000,
0.110000,
0.110000,
,
,
0.216300,
,
,
,
,
0.218000,
,
,3.00000
,
0.216300,
0.216300,
0.214300,
0.524400,
0.519000,
,
,
0.524400,
,
0.524400,
,
,
0.533700,
0.112800,
0.114000,
,
,
0.112900,
0.112800,
,
,
0.112800,
,
,
0.084000,
0.084000,
0.084000,
,
0.085000,
0.084000,
,
,
0.055000,
0.056400,
,
,
0.055300,
0.055300,
0.055300,
0.044500,
,
,
0.044400,
,
0.044500,
0.044500,
,
0.047000,
,
0.066500,
,
0.077000,
,
,
0.066500,
0.066500,
,
,
0.067100,
0.066300,
0.066300,
0.066300,
0.069000,
,
0.066900,
,
,
,
,
0.146400,
0.146400,
0.146400,
,
,
,
0.146400,
0.149000,
,
,
,
0.050000,
0.048000,
,
,
0.048000,
0.048000,
,
0.048000,
0.102000,
,
0.095100,
,
0.102000,
,
0.102000,
,
0.102000,
,
,
,
,
,
,
0.081000,
0.081100,
0.081100,
0.079600,
0.081100,
,
,
0.048000,
0.046800,
,
,
0.046100,
0.047400,51.10000
0.046800,
0.047000,
0.046800,
,
0.068400,3.78000
0.067500,
0.068000,
0.067000,
0.066500,
0.067500,
,
,
0.067500,
0.191000,
,
,
,
0.192500,
0.192500,
,
0.193000,
0.192500,
,
0.063300,
0.063300,
,
,
0.063300,
0.063300,
0.059000,
,
,
,
0.059800,
,
,
0.059800,
0.058500,
0.059800,
,
0.058000,
,
,
,
0.137000,
0.135000,
,
,
,
0.137000,
0.137000,
0.137000,
,
,
,
,
,
0.120400,
0.121000,
0.120400,
,
0.120400,
0.123000,
0.139600,
,
0.135000,
,
0.133900,
0.133900,
,
,
0.133900,
,
,
0.031000,
,
0.031000,
,
0.030700,
0.031000,
0.031000,
,
0.438900,
,
,
,
,
,
0.442800,
0.442800,
0.442800,
0.073400,
,
0.071000,
0.070200,
0.073400,
,
,
,
0.073400,
,
0.265700,
0.265700,
,
,
0.259000,
,
,
,
0.265700,
0.253000,
0.020900,
,
,
,
0.021000,
0.020900,
0.020900,
0.022100,
,
,
,
0.053600,
,4.30000
0.055210,1.10000
0.055000,
,
,
,
0.053600,
0.053600,
0.055200,
,3.00000
,
0.067020,1.70000
0.067000,
,
0.065100,
,
0.065100,
,
0.065100,
,
,
0.067000,
0.086000,
0.086180,3.00000
,3.80000
,
,
0.086200,
,
,
,2.60000
,
0.083700,
0.083700,
0.083700,
,
,
0.116000,
0.112900,
,
0.112900,
0.116200,4.70000
,
,8.93000
0.112900,
,
,
0.116200,
,
0.165600,4.30000
0.160800,
0.160800,
0.165500,
,
,
,
0.165000,
,5.20000
,
0.160800,
,
,
,
0.379600,
0.389000,
0.387800,
0.379600,
,
0.379600,
,
,
,
0.102900,
,
0.102900,
,
,
0.103400,
,
0.106000,
0.102900,
,
0.080500,
,
0.080500,
,
0.080500,
0.082000,
0.080500,
,
,
0.292000,
,
,
,
,
0.310300,
0.310300,
0.310300,
0.301000,
,
,
,
,
0.302200,
0.313000,
,
,
0.302200,
0.302200,
0.303300,
,
0.218600,
,
0.228000,
,
0.334400,
0.218600,
,
0.218600,
,
,
0.195900,
0.195900,
,
,
0.192000,
0.197700,
,
0.195900,
,
0.029600,
,
,
,
,
0.029600,
0.029600,
0.030000,
,
0.029500,
,
0.035300,
,
0.035300,
0.035400,
,
,
0.035000,
0.035300,
0.046800,
,
,
0.047000,
0.046800,
,
0.047000,
0.046800,
,
0.132230,9.80000
,
,
0.128000,
0.128000,
,9.70000
,
,
,
0.128000,
0.130000,
0.126900,
0.642500,
0.642500,
0.642500,
,
,
,
,
0.637200,
0.663900,38.00000
0.654000,
,
,36.10000
,
,
0.134500,
,
0.128000,
0.134500,
,
0.134500,
,
0.133800,
,
,
0.022900,
0.021800,
,
,
0.022900,
0.022900,
,
0.036100,
,
0.037000,
0.036100,
,
0.036100,
,
0.036100,
0.076100,
,
,
0.076100,
0.075000,
,
0.076100,
,
0.076100,
,
0.096000,
0.096500,
0.098200,
0.098200,
,
,
,
0.098200,
,
,
,
,
,
,
0.034400,
0.034400,
0.034400,
0.037000,
,
0.038600,
0.479200,
,
0.462900,
,
,
0.470000,
0.479200,
0.479200,
,
,
,
0.019800,
0.019800,
,
,
0.019800,
0.019800,
0.019000,
,
,
0.523800,
,
0.532000,
0.515000,
,
,
,
0.515000,
0.515000,
0.068000,
0.068000,
0.068000,
0.069200,
,
,
0.016000,
,
0.018400,
0.018400,
,
0.018400,
,
,
0.018400,
,
,
0.092800,
0.092000,
,
,
0.096400,
0.092800,
0.094000,
,19.60000
0.092800,
,
,
,
,
,
0.153000,
0.150700,
0.156600,
0.150700,
0.150700,
,
,
0.150000,
0.257000,
0.253000,
,
,
,
,
0.253900,
,
0.263800,
0.253900,
0.253900,
,
,
,
0.657000,
,
0.629100,
0.655900,
,
0.629100,
0.629100,
0.170000,
,
,
0.168800,
0.168800,
,
0.168800,
0.168800,
,
,
0.075600,
,
,
,
0.075600,
0.085000,
0.075600,
0.075600,
,
0.226000,
,
0.215900,
0.215900,
,
,
0.215900,
,
,
0.215900,
0.072400,
,
0.074100,
,
,
0.072400,
0.072400,
,
,
0.072000,
0.161200,
,
0.167000,
0.161600,
,
0.161200,
0.161200,
,
,
,
0.117000,
0.116700,
,
0.120200,
,
,
,
0.120200,
0.120200,
0.281000,
0.285500,
0.285500,
,
0.285500,
,
0.293900,
,
,
,
0.042200,
0.043400,
0.042200,
,
,
,
0.042200,
,
0.059000,
,
,
0.059000,
,
0.059000,
,
0.061000,
0.059000,
,
0.033400,
,
,
0.033400,
0.034900,
,
0.033400,
,
0.035000,
,
0.062100,
0.062100,
,
0.059100,
0.064000,
,
0.066000,
0.060900,
0.062100,
,
,
,5.10000
0.074600,
0.073100,
,
,4.60000
0.074600,
,
0.071100,
0.072000,
,
,3.60000
,
,3.00000
0.074600,
0.077000,
,
,
0.122700,
0.122000,
0.131300,
,
0.122700,
,
0.122700,
0.151600,
,
0.162200,
,
0.151600,
,
0.151600,
0.151000,
,
,
0.179200,
0.189100,
,
0.179200,
,
0.179200,
0.188000,
,
,
,
,
0.204500,
,
,
0.204600,
0.204500,
,
0.208000,
0.204500,
,
,
0.613500,
0.613000,
,
0.031500,
,
,
,
0.030000,
,
0.028600,
0.028600,
,
0.028600,
0.054000,
0.054000,
0.054000,
0.054000,
,
,
,
,
0.053000,
,
,
0.032300,
0.033100,
0.032300,
0.032300,
,
0.034000,
,
,
,
,
,
0.162900,
0.162900,
,
,
0.162900,
0.162900,
0.172000,
0.113800,
,
,
0.114000,
,
0.113800,
0.113800,
,
0.113800,
,
0.367900,
,
,
,
,
0.367900,
0.367900,
0.367900,
0.391000,
0.044000,
0.044000,
,
0.044000,
,
,
,
0.044000,
,
0.044000,
0.066000,
,
,
0.064800,
0.064600,
,
0.064600,
0.064600,
,
,5.30000
0.109300,
,
,
,
0.111000,
0.109600,
,10.44000
0.109300,
,
0.109300,
,
,
0.159700,
,
,
0.159700,
0.159700,
,
,8.10000
0.163000,
0.160200,
0.238800,
0.238800,
0.244000,
,
,11.17000
,
0.239500,
,
,
,
0.238800,
,
,
0.250000,
,
,
0.238000,
0.238000,
0.238000,
0.249500,
,
0.039500,
0.039500,
0.041000,
0.039500,
,
,
,
0.038400,
,
,
,
,
0.074800,
,
,
0.074800,
0.074800,
0.074800,
0.074000,
,
,
0.109000,
,
0.110500,
0.110500,
0.117600,
0.110500,
,
,
,
0.118300,
0.112600,
0.119000,
0.112600,
0.112600,
,
,
0.046000,
0.045500,
,
,
0.045500,
,
0.045500,
0.045500,
,
,
,
,
0.034400,
,
0.034400,
0.034400,
0.034400,
0.028400,
,
0.029000,
0.028400,
,
0.029900,
,
,
0.028400,
,
,
0.015800,
,
,
0.016200,
,
0.015800,
0.015800,
,
0.058500,
0.058500,
0.059000,
0.058500,
,
,
0.060100,
0.134000,
0.134000,
0.132000,
,
,
,
0.130900,
,
,
0.134000,
,
,
0.163200,
0.168500,
,
0.166000,
0.163200,
,
,
0.163200,
0.043900,
,
0.045000,
,
,
0.045440,3.51000
,
,
0.044100,
0.045440,3.80000
,
0.044100,
0.044000,
0.044100,
0.059000,
,
,
0.060640,10.00000
0.060640,9.39000
0.058900,
,
,
0.058600,
0.060000,
,
0.058900,
,
0.058900,
0.081300,
,
,
0.083000,
0.080900,
0.081300,
,
0.081300,
,
0.082000,
0.083770,3.80000
,
0.083770,7.70000
,
,
0.122700,
0.122100,
,
0.126380,14.10000
,
0.123000,
0.122700,
0.126390,8.60000
,
,
0.122700,
0.125000,
0.071000,
,
,
0.070800,
0.070800,
0.069300,
,
,
0.070800,
,
,
0.061500,
0.053300,
0.061000,
,
0.053300,
0.053300,
,
,
,
0.028200,
,
0.028200,
0.028000,
,
0.028200,
,
0.026900,
,
0.082000,
0.080200,
,
,
0.080200,
0.080500,
,
0.080200,
,
,
,
,
,
0.048000,
0.048000,
,
0.048300,
0.048000,
,
0.035200,
,
0.035000,
0.035000,
0.035000,
0.053000,
,
,
0.053000,
,
,
,
0.053600,
0.053000,
0.053000,
0.021000,
0.021400,
,
,
0.020800,
,
0.021400,
0.021400,
0.061100,
,
0.061100,
0.061100,
0.061100,
,
,
0.058000,
,
,
,
0.210100,
0.210100,
,
0.210100,
,
0.211000,
0.210100,
,
0.040000,
0.038700,
0.038800,
,
,
0.038700,
0.038700,
0.123100,
,
,
,
,
0.123100,
0.109200,
,
0.123100,
0.118000,
0.293500,
,
0.292000,
0.252000,
0.293500,
0.293500,
,
0.282900,
,
,
,
0.723500,
0.723500,
0.721000,
0.697200,
0.622000,
,
0.723500,
,
,
,
,
0.379900,
,
0.366000,
,
0.379900,
,
0.379900,
,
0.378100,
0.047800,
,
0.046600,
0.047800,
,
0.047000,
,
,
0.047800,
,
,
0.025500,
,
0.025500,
0.025700,
0.027000,
,
0.025500,
0.189800,
,
0.189800,
,
,
0.188000,
,
,
0.189800,
0.189900,
0.031600,
,
,
,
0.032400,
0.031600,
0.034000,
0.031600,
,
0.739100,
,
,
0.739100,
,
0.739100,
,
0.739100,
,
0.300200,
0.300200,
0.300200,
,
,
0.294000,
0.300200,
,
,
0.118300,
0.116000,
,
0.119800,
0.118300,
,
0.118300,
,
0.503000,
0.496400,
0.496400,
,
,
0.496400,
,
,
,
,
,
0.015400,
,
0.014000,
0.015400,
0.015400,
,
0.014800,
,
0.159300,
0.160200,
,
,
0.159300,
,
0.159300,
,
0.165000,
0.045000,
,
,
,
0.046600,
0.046600,
0.046600,
,
0.049700,
,
,
0.069000,
0.069000,
,
,
,
,7.30000
0.070100,4.90000
0.068300,
,
0.069000,
0.069000,
,
0.152100,
0.152100,
,
,21.80000
0.150600,
,
,
0.152100,
,
0.154600,8.20000
,
0.153000,
,
0.619000,
,
0.619000,
,
0.636400,
,
0.619000,
,
,
0.221200,
0.221200,
,
,
0.221200,
0.222000,
0.227400,
,
0.023200,
0.025200,
0.023200,
,
,
0.025000,
0.023200,
,
,
0.299600,
0.299600,
0.299600,
,
0.299600,
,
,
,
,
0.306000,
,
0.168500,
0.168500,
,
0.168500,
0.168500,
,
,
0.178000,
0.394000,
,
0.394000,
0.394000,
,
,
,
0.394000,
0.368000,
0.365300,
,
,
,
,
0.362500,
0.365300,
0.365300,
,
0.052000,
0.051400,
0.051400,
0.051400,
,
0.051400,
,
,
,
0.033600,
,
,
0.033000,
0.033600,
,
0.033600,
0.034000,
0.579100,
0.579100,
,
,
,
,
0.597000,
0.579100,
,
0.579100,
0.034600,
,
0.034600,
,
0.036000,
0.035800,
,
,
0.034600,
,
0.033700,
0.033700,
0.033700,
,
0.033700,
,
0.033000,
,
,
0.091000,1.90000
0.091000,4.30000
,2.18000
,
,
0.090300,
0.092000,
0.090300,
0.090300,
,
0.090300,
,4.30000
,
,
0.105500,
0.106000,13.50000
,2.09000
0.107000,2.90000
,
0.105500,
0.105500,
,
,
,5.90000
0.108000,
0.105500,
,
,
0.152800,
0.156000,
,6.70000
0.152800,
,
,
0.152800,
,
,
,7.24000
,6.80000
0.159000,6.10000
0.152800,
0.155000,7.30000
,
0.192100,
0.196000,
,7.37000
0.192100,
,
,
0.194000,8.40000
,
0.192100,
,6.70000
0.192100,
,
,7.00000
0.195000,8.00000
0.250000,2.30000
0.247200,
0.247200,
,1.98000
0.250000,2.00000
,
0.252000,
0.247200,
,
,
,
,1.70000
,2.50000
,
0.247200,
0.469000,
0.466000,25.00000
0.459600,
,
0.462000,300.00000
0.459600,
,
,
0.459600,
,
0.459600,
,
,25.13000
,
0.109100,
,
0.107000,
0.109100,
0.109000,
,
0.109100,
,
0.107200,
,
0.201000,
0.201000,
,
,
0.200000,
,
0.201000,
0.198000,
,
,
0.197500,
,
,
0.068400,
0.068900,
0.068900,
0.070000,
,
,
0.068900,
,
,
,
0.357000,
,
0.352200,
0.348300,
0.352200,
0.352200,
,
,
0.273100,
0.274000,
,
0.273100,
,
0.273100,
0.273100,
,
,
,
,
0.147500,
0.147500,
,
0.149000,
0.147500,
,
,
0.147300,
,
,
,
0.061400,
0.062800,
0.061400,
,
0.061400,
0.061000,
,
,
0.046100,
,
0.044000,
0.046100,
0.046100,
0.047100,
,
,
,
0.023900,
0.022900,
0.022900,
,
0.022900,
,
0.024000,
,
0.012900,
0.012600,
0.012900,
,
0.012900,
0.012000,
,
,
0.051300,
0.051100,
0.052000,
,
,
0.051300,
,
0.051300,
,
,
,
,
0.211600,
,
,
0.217000,
0.211600,
0.211600,
0.246600,
0.045100,
,
0.046000,
,
,
,
0.045200,
0.046000,
0.045200,
0.045200,
,
,
0.763000,
,
0.746900,
,
0.746900,
0.761000,
0.745600,
,
,
0.746900,
,
0.075400,
0.075400,
0.075400,
,
,
,
0.075400,
0.082000,
,
0.087200,
0.087200,
0.087200,
,
,
,
0.087200,
,
0.085000,
,
0.123900,
,
0.127300,
,
0.127300,
0.125000,
,
,
0.127300,
,
0.232300,
,
0.230000,
0.232300,
0.241500,
0.232300,
,
,
,
0.110300,
,
0.110300,
0.110300,
,
,
,
0.115000,
,
0.110200,
,
0.213400,
0.213400,
0.210000,
,
,
,
0.213400,
,
0.213400,
,
0.233100,
,
0.232000,
0.233000,
,
0.233100,
,
,
,
0.233100,
,
0.053800,
,
,
0.053800,
0.054000,
,
0.053800,
0.054600,
0.207900,
,
0.207900,
0.207900,
0.207900,
,
0.217000,
,
,
,
,
0.081200,
,
0.081200,
0.081200,
,
,
0.081000,
0.081200,
0.074100,
0.074100,
0.076000,
,
0.074400,
,
0.074100,
,
0.079000,
,
,
,
,
,
0.167500,
0.180000,
0.168100,
,
0.167500,
0.172000,
0.167500,
,
,
,
,
0.036000,
,
0.036900,
0.036900,
0.036900,
0.036900,
0.118700,
,
0.115400,
,
0.115000,
0.115400,
,
,
0.115400,
,
0.232000,
0.233500,
,
0.233500,
0.231500,
,
,
0.233500,
,
,
,
,
,
,
0.051700,
0.051700,
0.050000,
0.051700,
0.049700,
0.030900,
,
0.032000,
0.030900,
0.030900,
,
,
,
0.030500,
0.132000,
,
0.134800,
,
,
0.128300,
0.128300,
,
0.128300,
0.412600,
0.435800,
,
0.435800,
0.435800,
,
0.458000,
,
,
,
0.619300,
0.654100,
,
,
0.654100,
0.654100,
,
0.054700,
,
0.055600,
0.056000,
0.054700,
,
,
,
0.054700,
,
0.302000,
0.307300,
,
0.294000,
0.307300,
,
0.307300,
,
,
,
,
0.170000,
,
0.163100,
0.163100,
0.163100,
,
0.164400,
,
0.350200,
,
0.350200,
,
0.350200,
,
,
0.352800,
,11.70000
,
,
,
,
0.049100,
0.049100,
0.049100,
0.050200,
,
0.050000,
,
0.076300,
0.076000,
,
,8.70000
,
0.074700,
0.074700,
0.074700,
,
,
0.059600,
0.059600,
,
0.057000,
,
,
,
0.059500,
,
0.059600,
0.042400,
,
,
0.042300,
0.042400,
0.040000,
0.042400,
,
0.050700,
,
0.050700,
0.048000,
0.050700,
0.050600,
,
0.045800,
0.045800,
0.046000,
,
,
0.045900,
,
0.045800,
0.286700,
,
0.294000,
0.286700,
0.288100,
,
0.286700,
,
,
,
,
0.098300,
,
,
0.095900,
,
0.098000,
0.095900,
0.095900,
,
,
,
,
,
0.124300,
,
0.124300,
0.128000,
0.124200,
0.124300,
,
0.343600,
,
,
0.343600,
,
0.350000,
,
0.343600,
0.343600,
0.029900,
,
,
0.029900,
0.029900,
0.029900,
0.030000,
,
,
0.184700,
0.187100,
,
0.186000,
,
0.184700,
,
0.184700,
,
,
,
0.039400,
0.041000,
0.039400,
0.041500,
,
0.039400,
,
,
,
0.016300,
0.016500,
0.016300,
0.016300,
,
0.016000,
,
,
,
,
,
0.048400,
0.048400,
0.048400,
0.052000,
,6.80000
,
0.048400,
,
,
0.053000,
0.048400,
0.064820,
,
0.070000,
0.064800,
,40.00000
,
0.064800,
,2.80000
,
,
0.064800,
,
0.064800,
,
0.083500,
0.083500,
0.090000,
0.083580,
,
,3.90000
,
0.083600,
0.083500,
,
,
,
,
,
0.147800,
,
,
0.156000,
,
0.147800,
,
0.147800,
0.147800,
,
,
,
0.034200,
,
0.033000,
,
0.034200,
0.034200,
0.034500,
0.127400,
,
0.134300,
0.127400,
0.134000,
0.127400,
,
,
,
,
0.036000,
0.034700,
,
,
,
0.037100,
,
0.034700,
0.034700,
0.647700,
,
,
0.605000,
,
,
0.605000,
0.126400,
,
,
,
,
0.129100,
0.126400,
0.132000,
0.126400,
,
0.044300,
,
0.044300,
0.044300,
,
,
0.044300,
0.045000,
0.032400,
,
,
,
0.032400,
0.032500,
0.032400,
0.030000,
,
0.096100,
0.096100,
,
,
0.096000,
0.096100,
0.096100,
,
,
,
,
0.018800,
,
0.018800,
0.018800,
,
0.018800,
0.019000,
,
,
0.046600,
0.047000,
0.046600,
,
0.047300,
,
0.046600,
,
0.035100,
,
0.035100,
0.035500,
0.036000,
,
0.036000,
,
0.035100,
,
,
,
,
0.085600,
0.087000,
0.084700,
,
0.086000,
,
0.084700,
0.084700,
,
,
,
,
0.038200,
0.038200,
0.038200,
0.034000,
0.038200,
0.300700,
0.319700,
,
,
0.300700,
0.312000,
,
,
,
0.300700,
,
0.022000,
,
,
0.022500,
,
0.022500,
0.022500,
0.022300,
0.027700,
0.027700,
0.027700,
,
0.028000,
,
0.027700,
,
,
0.060000,
,
,
,
0.060400,
0.063100,
0.060400,
0.060400,
0.083700,
,
,
0.083700,
,
,
0.083700,
0.087500,
0.200600,
,
,
0.200600,
0.201000,
,
0.200600,
0.200600,
,
0.104000,
0.102500,
0.102500,
,
,
,
0.099400,
0.102500,
,
0.044800,
0.044800,
,
0.044800,
0.046000,
0.044800,
,
,
,
,
,
0.124600,
,
0.117400,
0.117400,
0.117400,
,
,
0.117000,
,
0.160300,
0.161000,
,
,
0.160300,
0.160300,
,
0.160300,
0.068400,
,
0.067000,
0.068400,
,
0.069000,
0.068400,
,
0.069000,
,
,
0.116000,
0.116000,
0.115300,
,
,
,
0.115300,
0.115300,
,
0.113000,
,
,
0.077000,
,
0.075500,
0.075500,
,
0.075500,
0.075500,
,
,
0.077000,
,
0.083000,
0.077000,
,
,
,
0.077000,
0.078400,
0.190000,
0.194000,
,
0.194000,
,
0.193000,
,
,
,
0.194000,
0.289200,
0.289200,
0.283200,
,
,
0.289200,
,
0.067900,
,
0.068500,
,
0.069000,
,
,
0.067900,
0.067900,
,
,
0.045600,
0.045700,
,
0.045600,
,
0.045000,
0.045600,
,
0.090500,
,
0.091400,
,
,
0.090500,
,
0.090500,
0.194900,
0.194900,
,
0.194900,
,
0.196000,
0.196900,
,
,
0.192000,
0.195700,
0.195700,
,
,
0.195700,
,
,
0.197500,
0.019000,
0.017500,
,
,
,
,
0.017500,
0.017500,
0.017500,
,
0.266100,
,
0.266300,
0.266100,
,
0.266100,
,
,
0.267000,
,
,
0.068100,
0.067000,
,
,
0.068100,
0.070900,
0.068100,
,
,
0.143100,
0.148000,
0.146000,
,
,
0.147300,
0.144500,29.87500
,
0.147300,
0.147300,
,
0.280400,584.78000
0.285800,
0.285800,
,
,
0.284000,
0.285800,
0.287000,
,
,
,
0.277600,
,
0.088200,
0.088000,
0.088000,
,
,
0.088200,
0.088200,
,
,
0.030000,
0.028400,
0.028400,
,
0.028400,
0.028400,
,
,
,
,
,
,
0.171600,
0.171600,
0.171000,
,
,
0.171600,
,
0.168000,
0.015800,
,
,
,
0.015800,
0.015000,
,
0.015700,
0.015800,
,
,
,
0.071200,
0.071200,
,
0.071200,
0.073200,
0.072000,
,
0.221000,
,
0.218300,
0.218300,
,
0.218100,
,
,
0.218300,
,
0.158900,
0.155700,
0.158000,
,
,
,
0.155700,
0.155700,
,
0.438300,
0.438300,
,
,
0.438300,
,
0.430100,
,
0.439000,
0.159600,
,
0.159600,
0.159600,
0.159600,
,
,
,
,
,
0.034600,
0.034600,
,
0.034600,
,
0.035000,
0.034600,
,
0.073000,
,
0.070100,
,
0.071500,
0.071500,
0.071500,
0.069000,
,
0.138000,
,
,
0.138000,
,
0.135300,
,
0.141000,
,
0.133000,
0.138000,
0.124600,
0.134000,
,
,
,
0.124600,
0.124600,
0.124600,
,
,
0.062100,
,
,
,
0.062100,
0.062100,
,
,
0.062100,
0.061000,
0.092800,
0.092800,
,
0.092800,
0.092800,
,
,
0.098100,
0.098000,
,
0.098100,
0.098100,
,
,
0.098100,
,
0.179300,
,
0.178000,
,
,
0.179300,
0.179300,
0.179300,
,
,
,
,
,
0.286300,
0.286300,
0.286300,
0.286300,
0.291000,
,
,
,
,
0.429700,
0.442500,
,
0.442500,
,
0.125000,
0.128100,
0.128100,
0.128100,
,
,
,
0.128100,
,
0.140100,
,
0.140100,
0.140100,
0.142000,
0.140100,
,
,
,
0.135000,
,
,
0.134400,
0.134400,
,
,
0.134000,
,
0.134400,
,
,
0.046700,
0.049000,
,
0.047000,
,
0.049000,
0.049000,
0.034300,
,
,
0.034000,
0.034300,
0.035000,
0.034400,
,
,
0.034300,
,
,
0.048900,
0.048900,
0.049000,
,
0.048900,
0.049000,
0.049000,
,
,
0.082000,
,
0.084500,
0.082300,
0.082300,
,
,
0.082300,
,
0.059700,
,
0.058700,
0.059700,
,
0.059700,
,
,
0.059000,
,
,
0.169300,
,
,
0.169300,
0.169300,
0.169300,
0.167000,
,
,
0.039700,
0.040000,
0.039700,
,
0.039700,
,
,
0.040300,
0.121000,
,
0.121000,
,
,
0.121000,
0.121200,
0.124000,
,
,
0.072600,
0.072600,
0.075000,
,
0.072600,
0.072600,
,
,
,
0.321000,
0.317900,
,
,
0.314600,
0.314600,
,
,
0.314600,
,
0.027000,
0.027100,
,
,
0.028300,
,
0.027100,
0.027100,
0.073000,
0.076600,
0.073200,
,
,
,
0.076600,
,
0.076600,
,
0.115200,
,
0.115500,
0.123000,
0.115500,
,
0.115500,
,
0.055630,137.62039
,
0.056000,
0.054500,
,
,
,
0.054500,
0.055600,136.97900
0.055500,136.66690
0.055300,137.30256
,
,
0.054500,
0.054500,
,
0.056110,
0.056100,
0.056100,
0.056100,
,
,
0.055000,
0.056100,
,
,
0.058000,
,
,8.50000
0.088000,
0.089800,
0.089800,
0.089900,
,
,
0.089800,
,
,
,
0.089870,
,
0.093000,
,
0.018800,
0.018900,
,
,
,
0.018000,
0.018900,
0.018900,
0.118300,
0.118300,
0.118300,
0.123000,
0.118300,
,
,
,
,
,
,
,
,
0.181000,
,
,
0.178400,
0.178400,
0.178400,
0.179000,
,
0.011000,
,
0.011400,
,
0.011400,
,
0.011400,
0.011400,
,
,
0.387700,
0.385000,
0.387700,
,
,
0.387700,
0.387700,
,
0.019600,
,
,
0.019600,
0.019600,
,
,
0.019600,
0.019000,
,
0.020100,
0.020100,
,
,
0.020100,
0.020100,
0.020000,
,
0.115600,
,
0.115600,
0.115600,
,
,
0.115600,
0.114000,
,
0.090100,
0.090100,
0.090100,
0.090100,
,
,
,
,
0.093000,
,
,
,
,
0.180100,
0.180100,
,
0.180100,
0.176000,
0.180000,
0.038900,
0.039000,
,
0.038900,
,
0.038900,
0.039000,
0.040000,
,
,
,
0.213800,
0.213800,
0.221000,
0.213800,
,
,
,
,
,
0.216000,
0.214400,
0.075300,
0.075300,
0.078000,
